Query_ID,Full_SSA_Time,Full_PRA_Time,Hybrid_SSA_Time,Hybrid_PRA_Time,Full_SSA_Count,Full_PRA_Count,Hybrid_SSA_Count,Hybrid_PRA_Count,Candidates,Pruning_Ratio,Recall_HSSA,Recall_HPRA
7523,0.3703334331512451,0.36739444732666016,0.10385370254516602,0.10017561912536621,1,1,1,1,15,0.9754098360655737,1.0,1.0
4267,0.4138801097869873,0.37721920013427734,0.10720968246459961,0.10096096992492676,0,0,0,0,15,0.9754098360655737,1.0,1.0
6363,0.3707602024078369,0.36788392066955566,0.1044015884399414,0.10053491592407227,0,0,0,0,15,0.9754098360655737,1.0,1.0
867,0.37726402282714844,0.3802452087402344,0.10033726692199707,0.09898805618286133,0,0,0,0,15,0.9754098360655737,1.0,1.0
4210,0.39226365089416504,0.4556283950805664,0.13349151611328125,0.10297942161560059,1,1,3,3,15,0.9754098360655737,1.0,1.0
