Best_Method,k,tau,c,L,d,Recall_HSSA,Recall_HPRA,Pruning_Ratio,Avg_Candidates,Avg_HSSA_Time,Avg_HPRA_Time,Avg_SSA_Time,Avg_PRA_Time,Speedup_HSSA,Speedup_HPRA
Hybrid + PRA (MinRank),10,0.6,1.5,5,32,1.0,1.0,0.9754098360655737,15.0,0.22241430282592772,0.1773496150970459,0.6700635433197022,0.5871385097503662,3.0126818950313936,3.310627482495992
