query_item,Full_SSA_time,Full_SSA_count,baseline_empty,Full_PRA_time,Full_PRA_count,Hybrid_SSA_GlobalAvg_time,Hybrid_SSA_GlobalAvg_cands,Hybrid_SSA_GlobalAvg_pruning,Hybrid_SSA_GlobalAvg_tp,Hybrid_SSA_GlobalAvg_fp,Hybrid_SSA_GlobalAvg_fn,Hybrid_SSA_GlobalAvg_prec,Hybrid_SSA_GlobalAvg_recall,Hybrid_SSA_GlobalAvg_f1,Hybrid_SSA_GlobalAvg_exact,Hybrid_PRA_GlobalAvg_time,Hybrid_PRA_GlobalAvg_cands,Hybrid_PRA_GlobalAvg_pruning,Hybrid_PRA_GlobalAvg_tp,Hybrid_PRA_GlobalAvg_fp,Hybrid_PRA_GlobalAvg_fn,Hybrid_PRA_GlobalAvg_prec,Hybrid_PRA_GlobalAvg_recall,Hybrid_PRA_GlobalAvg_f1,Hybrid_PRA_GlobalAvg_exact,Hybrid_SSA_UnionWin_time,Hybrid_SSA_UnionWin_cands,Hybrid_SSA_UnionWin_pruning,Hybrid_SSA_UnionWin_tp,Hybrid_SSA_UnionWin_fp,Hybrid_SSA_UnionWin_fn,Hybrid_SSA_UnionWin_prec,Hybrid_SSA_UnionWin_recall,Hybrid_SSA_UnionWin_f1,Hybrid_SSA_UnionWin_exact,Hybrid_PRA_UnionWin_time,Hybrid_PRA_UnionWin_cands,Hybrid_PRA_UnionWin_pruning,Hybrid_PRA_UnionWin_tp,Hybrid_PRA_UnionWin_fp,Hybrid_PRA_UnionWin_fn,Hybrid_PRA_UnionWin_prec,Hybrid_PRA_UnionWin_recall,Hybrid_PRA_UnionWin_f1,Hybrid_PRA_UnionWin_exact,Hybrid_SSA_DurableRank_time,Hybrid_SSA_DurableRank_cands,Hybrid_SSA_DurableRank_pruning,Hybrid_SSA_DurableRank_tp,Hybrid_SSA_DurableRank_fp,Hybrid_SSA_DurableRank_fn,Hybrid_SSA_DurableRank_prec,Hybrid_SSA_DurableRank_recall,Hybrid_SSA_DurableRank_f1,Hybrid_SSA_DurableRank_exact,Hybrid_PRA_DurableRank_time,Hybrid_PRA_DurableRank_cands,Hybrid_PRA_DurableRank_pruning,Hybrid_PRA_DurableRank_tp,Hybrid_PRA_DurableRank_fp,Hybrid_PRA_DurableRank_fn,Hybrid_PRA_DurableRank_prec,Hybrid_PRA_DurableRank_recall,Hybrid_PRA_DurableRank_f1,Hybrid_PRA_DurableRank_exact,Hybrid_SSA_LegacyMinRank_time,Hybrid_SSA_LegacyMinRank_cands,Hybrid_SSA_LegacyMinRank_pruning,Hybrid_SSA_LegacyMinRank_tp,Hybrid_SSA_LegacyMinRank_fp,Hybrid_SSA_LegacyMinRank_fn,Hybrid_SSA_LegacyMinRank_prec,Hybrid_SSA_LegacyMinRank_recall,Hybrid_SSA_LegacyMinRank_f1,Hybrid_SSA_LegacyMinRank_exact,Hybrid_PRA_LegacyMinRank_time,Hybrid_PRA_LegacyMinRank_cands,Hybrid_PRA_LegacyMinRank_pruning,Hybrid_PRA_LegacyMinRank_tp,Hybrid_PRA_LegacyMinRank_fp,Hybrid_PRA_LegacyMinRank_fn,Hybrid_PRA_LegacyMinRank_prec,Hybrid_PRA_LegacyMinRank_recall,Hybrid_PRA_LegacyMinRank_f1,Hybrid_PRA_LegacyMinRank_exact
3903,0.556307315826416,0,True,0.4393885135650635,0,0.012901067733764648,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.009378910064697266,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.013648271560668945,24,0.9606557377049181,0,0,0,0.0,,0.0,True,0.012794017791748047,24,0.9606557377049181,0,0,0,0.0,,0.0,True,0.012148380279541016,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.011550426483154297,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.2196211814880371,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.2795522212982178,20,0.9672131147540983,0,0,0,0.0,,0.0,True
4973,0.5920288562774658,0,True,0.5249719619750977,0,0.009377002716064453,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.010139703750610352,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.012662887573242188,23,0.9622950819672131,0,0,0,0.0,,0.0,True,0.012691974639892578,23,0.9622950819672131,0,0,0,0.0,,0.0,True,0.011588811874389648,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.011899948120117188,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.2665274143218994,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.32332825660705566,20,0.9672131147540983,0,0,0,0.0,,0.0,True
4366,1.7417116165161133,0,True,1.627934455871582,0,0.14115452766418457,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.17487835884094238,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.15082812309265137,24,0.9606557377049181,0,0,0,0.0,,0.0,True,0.27793312072753906,24,0.9606557377049181,0,0,0,0.0,,0.0,True,0.019397735595703125,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.015117883682250977,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.3382539749145508,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.23976397514343262,20,0.9672131147540983,0,0,0,0.0,,0.0,True
863,0.5609450340270996,1,False,0.6676855087280273,1,0.014046669006347656,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.011013984680175781,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.014386653900146484,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.015580415725708008,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.014283180236816406,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.014991521835327148,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.26487135887145996,20,0.9672131147540983,0,0,1,0.0,0.0,0.0,False,0.26117634773254395,20,0.9672131147540983,0,0,1,0.0,0.0,0.0,False
7569,0.5688221454620361,0,True,0.3843553066253662,0,0.009653568267822266,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.010289430618286133,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.011808156967163086,23,0.9622950819672131,0,0,0,0.0,,0.0,True,0.012955427169799805,23,0.9622950819672131,0,0,0,0.0,,0.0,True,0.014136791229248047,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.011708498001098633,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.22310614585876465,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.2722349166870117,20,0.9672131147540983,0,0,0,0.0,,0.0,True
9435,0.48465585708618164,0,True,0.444399356842041,0,0.008709430694580078,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.008085966110229492,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.012211084365844727,24,0.9606557377049181,0,0,0,0.0,,0.0,True,0.012300968170166016,24,0.9606557377049181,0,0,0,0.0,,0.0,True,0.010825872421264648,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.01218867301940918,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.18066191673278809,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.24163365364074707,20,0.9672131147540983,0,0,0,0.0,,0.0,True
6245,0.5428183078765869,0,True,0.6320195198059082,0,0.012222528457641602,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.01175236701965332,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.01708221435546875,24,0.9606557377049181,0,0,0,0.0,,0.0,True,0.016791582107543945,24,0.9606557377049181,0,0,0,0.0,,0.0,True,0.015697002410888672,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.017703771591186523,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.3671693801879883,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.3229207992553711,20,0.9672131147540983,0,0,0,0.0,,0.0,True
6806,0.616105318069458,0,True,0.7842490673065186,0,0.01243281364440918,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.011330366134643555,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.016951322555541992,23,0.9622950819672131,0,0,0,0.0,,0.0,True,0.019228458404541016,23,0.9622950819672131,0,0,0,0.0,,0.0,True,0.014396429061889648,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.013685464859008789,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.4603462219238281,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.4883112907409668,20,0.9672131147540983,0,0,0,0.0,,0.0,True
2688,0.769071102142334,0,True,0.5344929695129395,0,0.009861230850219727,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.012387990951538086,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.012273073196411133,23,0.9622950819672131,0,0,0,0.0,,0.0,True,0.014733076095581055,23,0.9622950819672131,0,0,0,0.0,,0.0,True,0.01235508918762207,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.011661529541015625,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.2600364685058594,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.2388594150543213,20,0.9672131147540983,0,0,0,0.0,,0.0,True
4332,0.4898223876953125,0,True,0.4125516414642334,0,0.01052236557006836,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.009827136993408203,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.014769792556762695,27,0.9557377049180328,0,0,0,0.0,,0.0,True,0.01471257209777832,27,0.9557377049180328,0,0,0,0.0,,0.0,True,0.013098955154418945,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.011829137802124023,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.2994704246520996,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.18814539909362793,20,0.9672131147540983,0,0,0,0.0,,0.0,True
3445,0.492520809173584,0,True,0.41962218284606934,0,0.00989675521850586,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.009278297424316406,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.015135765075683594,22,0.9639344262295082,0,0,0,0.0,,0.0,True,0.015209436416625977,22,0.9639344262295082,0,0,0,0.0,,0.0,True,0.01410531997680664,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.014465570449829102,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.5322542190551758,20,0.9672131147540983,0,0,0,0.0,,0.0,True,0.5311276912689209,20,0.9672131147540983,0,0,0,0.0,,0.0,True
6591,1.008986473083496,1,False,0.6971728801727295,1,0.009320259094238281,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.010508537292480469,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.012982845306396484,21,0.9655737704918033,1,0,0,1.0,1.0,1.0,True,0.01355433464050293,21,0.9655737704918033,1,0,0,1.0,1.0,1.0,True,0.013849020004272461,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.01813673973083496,20,0.9672131147540983,1,0,0,1.0,1.0,1.0,True,0.24591398239135742,20,0.9672131147540983,0,0,1,0.0,0.0,0.0,False,0.22245168685913086,20,0.9672131147540983,0,0,1,0.0,0.0,0.0,False
